"Visit Date",Team,"Dist. Rep.","Business Name","Visit Notes",Orders,"Image 1","Image 2","Image 3","Image 4"
"07/28/26 19:32:47ET",Mayer,Zimmer,"Lewis Barbecue (CHS)","Buyer wasn’t in don’t seem like they want to change anything up anytime soon",0,,,,
"07/28/26 20:53:09ET",Kelley,,"Mellow Mushroom-Hilton Head (CHS)","The new manager is named Tiffany. She was not in today. I will stop back by another day..",0,,,,
"07/28/26 22:09:42ET",Gallo,,"Mex 1-West Ashley (CHS)","No manager on site, bartender was playing on her phone will reach out to Hannah and see if it’s worth coming back",0,,,,
"07/28/26 18:03:16ET",Mayer,Zimmer,"Nacho Royale@King (CHS)","Manager are not in today need to come back on Wednesday",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a68d2c3e76f5.jpg,,,
"07/28/26 19:44:14ET",Kelley,,"North End Tavern (CHS)","Spoke with bartender Ben and owner Doug. They currently have beach bully draft. I let them try ISLAND Active which they liked they are going to be bringing in 2 1/6 BBLs of it. I’m giving them everything they need to start pouring it. They do their orders on Monday so I will have Emily throw it on their order..",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a68ea6d8a3a4.jpg,,,
"07/28/26 20:00:58ET",Kelley,,"North End Tavern (CHS)",POS,0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a68ee5970cac.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a68ee59f112e.jpg,,
"07/28/26 22:12:25ET",Gallo,,"Parkers #105 (CHS)","No ICL or Damn Yankee in this store. I will reach out to Clay for any opportunities ",0,,,,
"07/28/26 20:10:49ET",Coppock,Livingston,"Pier 101 (CHS)","Met with manager, bar manager wasn’t in, but left my info and offered to do a staff tasting. Will check back in if I don’t hear back. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a68f0a87496c.jpg,,,
"07/28/26 21:57:05ET",Gallo,Scruggs,"Publix #1599 (CHS)","OOS ICL 2/12 - need an order for the weekend. - DY - fully stocked ",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a69099143d63.jpg,,,
"07/28/26 19:58:21ET",Coppock,Berardelli,"Rita's Seaside Grill (CHS)","Peter was here but “in a meeting” left a sell sheet and my info ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a68edbc3c2be.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a68edbcc1078.jpg,,
"07/28/26 21:45:29ET",Kelley,,"Salty Dog Cafe - Downtown (CHS)","Madi & Michael are going to try to try samples I left of ICL & Active and will let me know what they think.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a6906d8863df.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a6906d92017e.jpg,,
"07/28/26 21:29:07ET",Kelley,Livingston,"Slapfish (CHS)","Zack was not in today. I wanted to try to set up a tasting or something of the sort for ISLAND Brand. I have his contact so I will try to get up with him about it.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a6903019504e.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a6903025d0cc.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a690302f26f8.jpg,
"07/28/26 19:38:02ET",Coppock,Livingston,"Taco Boy-Folly (CHS)","Met with GM Matt. He was excited to see JJ on the sell sheet because he had just picked some up at the store the other day and loved it. He said it’s exactly the IPA they’ve been looking for. They already ordered for this week, but he will talk to his bar manager and most likely order for next week. Got his card and phone # and will follow up. ",0,,,,
"07/28/26 20:32:23ET",Coppock,Berardelli,"The Bounty Bar (CHS)","No manager in, spoke with bartender about the rotating draft line. Left sell sheet and my info. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a68f5b6968db.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a68f5b72533c.jpg,,
"07/28/26 18:14:36ET",Mayer,,"Toast - Trolley (CHS)","Picking up bs cans",0,,,,
"07/28/26 18:12:28ET",Mayer,,"Toast - West Ashley (CHS)","Picking up island active and BS cans",0,,,,
"07/28/26 17:58:22ET",Mayer,,"Toast All Day King (CHS)","Met with Deanna, currently has JJ on draft going to add Island Active, Berry Stomp ",3,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a68d19dd81a2.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a68d19e6f9e2.jpg,,
"07/28/26 22:43:29ET",Gallo,Scruggs,"Total Wine & More #702-W Ashley (CHS)","OOS ICL 4/6 and Dance - low on Active - talked with Philip briefly, need a fall program for tailgate.  Moved Yankee from bottom to top shelf. ",4,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a69147191e1b.jpg,,,
"07/27/26 20:05:09ET",Coppock,Wannamaker,"Ashley Lanes Tavern (CHS)","Spoke with Sabrina and Ashleylanetavern@gmail.com is the best way to get in touch with Dianna the ordering manager. Will follow up. Doesn’t look like they’re carrying any of our SKUs right now. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a679dd19d25c.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a679dd2eaaec.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a679dd413dd4.jpg,
"07/27/26 17:39:04ET",Kelley,,"British Open-Sher (CHS)","Followed up today via phone call. His dad was out of town all weekend. He is going to call him right now and let me know what he says. He said he is leaning more towards the ICL. Hopefully I will have an update if not today tomorrow morning.",0,,,,
"07/27/26 19:13:35ET",Mayer,,"Carolina Ale House - Nexton (CHS)","Shan isn’t here today.  Spoke with April, see below for product discussed.",1,,,,
"07/27/26 22:52:05ET",Mayer,Jackson,"Catrina's Tacos and Tequila (CHS)","Spoke with Maxwell, interested in giving Dance Naked a try.",0,,,,
"07/27/26 19:02:26ET",Coppock,,"Charleston Sports Pub-West Ashley (CHS)","Met with Brandon. They need a new tap handle for JJ because theirs is broken and they have a blackboard handle on as a placeholder. Said they really need coasters and have trouble getting them. I let Brandon know about the coaster program and he was interested. I left samples of ICL, island active and Helles (knew about DY and DN already) ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a678f2198513.jpg,,,
"07/27/26 19:18:09ET",Kelley,Rohal,"El Nuevo Grill-Bluffton (CHS)","Spoke with Ebin. He is placing the beer orders I just put through on the app. That puts him in three of our products on draft which qualifies him for the coaster program!",0,,,,
"07/27/26 17:29:43ET",Kelley,Rohal,"Giuseppi's-Bluffton (CHS)","Stopped in and spoke with Lori. She is going to pick up Beach Bully for draft. That puts her at a total of 3 of our products on draft. They are part of the coaster program now.!",1,,,,
"07/27/26 22:54:59ET",Mayer,,"King's Leaf - Foundation (CHS)","Spoke with Chas, only has dance naked in this location.  Wants to bring in Berry Stomp, Helles and possibly ICL",0,,,,
"07/27/26 19:41:29ET",Coppock,Wannamaker,"Locals - West Ashley (CHS)","Brian is still interested in berry stomp sample. Told him I’d bring one by sometime this week. He’s off Thursdays and Sundays, but is here 12-close most days. ",0,,,,
"07/27/26 19:38:45ET",Mayer,Scarpitti,"Page's Okra Grill - Summerville (CHS)","Spoke to bartender, DN is a hit.  Going to keep it on menu.  Mentioned active and ICL price points.  Going to consider",0,,,,
"07/27/26 20:23:06ET",Coppock,Wannamaker,"Pub On 61 (CHS)","Spoke with bartender Josie, he said the DY does really well and is one of their best sellers. Mitch wasn’t in. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a67a2097890e.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a67a20a0bbc8.jpg,,
"07/27/26 19:43:21ET",Mayer,Jackson,"Rivertowne Public House (CHS)","Eric wasn’t in shot him a message via text",0,,,,
"07/27/26 19:50:15ET",Coppock,Wannamaker,"T-Bonz-West Ashley (CHS)","Met GM Jim. ICL doing well on draft. Said they have some rusty bull coming in, but beer doesn’t move as fast here as downtown because it’s an older crowd and slower. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a679a56183c4.jpg,,,
"07/27/26 19:00:29ET",Mayer,,"Two Keys Tavern (CHS)","Spoke with Kyra.  Mechanical bull program is in full swing. Carrying dance naked and island active",0,,,,
"07/27/26 21:19:47ET",Coppock,Berardelli,"Underground Chuck's #602 (CHS)","Met with Amber, she loves our brands and wants them on draft but corporate makes all the buying decisions and her hands are tied. She has been trying to get them to do a tap takeover and would love to have us do one if she gets the okay. I left her a sell sheet and my info. Will check back.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a67af52f2652.jpg,,,
"07/24/26 17:41:04ET",Coppock,,"Bay St Biergarten (CHS)","Came in and introduced myself to Cory, AGM. They are having another barrel delivered today of living easy. Otherwise they’re trying to get through all of the excess they had from World Cup. Cory mentioned they’re going to be working on their football program next and I let her know we would have some fall beers coming soon. She suggested Wed or Thurs would be a good time to come by to chat about it. ",0,,,,
"07/24/26 23:39:05ET",Coppock,Wannamaker,"Benny Rinaldi's (CHS)","As per requested yesterday, stopped in with ICL and IA samples for the GM, John and the Bar manager, Reece. They seem really interested in the island active on draft. They also just got their liquor license so I suggested we could do a shot and beer special with signage. They thought it was a great idea and will follow up Monday. ",0,,,,
"07/24/26 19:59:36ET",Gallo,Zimmer,"Blind Tiger Pub (CHS)","Tried to catch Clayton, but was not around. Need to follow up after our last conversation in getting our rounds turned back on after FIFA.",0,,,,
"07/24/26 18:07:02ET",Kelley,,"British Open-Sher (CHS)","Spoke with Damien’s son. He wants me to follow up with him on Monday to see how much of the holy city they burned through over the weekend. Hopefully they’ll go through enough where I can get the Yankee on draft. I did get his contact so I will follow up Monday..",0,,,,
"07/24/26 19:41:21ET",Gallo,,"College Market (CHS)","Interested in Damn Yankee.  Will follow up with Doug to get an order moving. ",1,,,,
"07/24/26 21:55:07ET",Gallo,May,"Earth Fare #200 - Windermere (CHS)","Sold in Berry Stomp and ICL 2/12. Will reach out to Will ",2,,,,
"07/24/26 14:33:27ET",Gallo,,"East Bay Wine & Spirits (CHS Liq)","OOS 4/6 ICL- warm stock of RB and DY
Asked Freddie to cut us in in local for ICL ",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a635b9711ca7.jpg,,,
"07/24/26 17:51:22ET",Kelley,Rohal,"El Nuevo Grill-Bluffton (CHS)","Stopped in to try to tardy Ebin but he was not here yet. I will swing by later to try to drop off a sample of Berry stomp. ",0,,,,
"07/24/26 17:44:43ET",Kelley,Rohal,"Giuseppi's-Bluffton (CHS)","Stopped in and spoke with Lori about a possible beer order. Dropped off samples of dance, naked, beach bully, ICL, and active. She says she’s going to get one of them not sure which one yet she wants to try them tonight and I will follow up with her Monday on which one she picks. Yankee is still going well for them as always. JJ is struggling and not going as well as as they had hoped.",0,,,,
"07/24/26 18:03:31ET",Coppock,Zimmer,"Griffon (CHS)","Met Dan he said to come back on Tuesday or Thursday. ",0,,,,
"07/24/26 20:59:27ET",Gallo,May,"Harris Teeter #28 (CHS)","Good stock all skus. ",0,,,,
"07/24/26 14:14:19ET",Gallo,Scruggs,"Harris Teeter #365 (CHS)","OOS 2/12 ICL - good stock on RB- DY - could use a stacker. ",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a63571a7902a.jpg,,,
"07/24/26 20:50:23ET",Gallo,May,"Harris Teeter #456 (CHS)","Low on Dance , good stock on ICL and JJ",2,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a63b3eebf4aa.jpg,,,
"07/24/26 19:34:42ET",Gallo,,"Patel Mart (CHS)","Dropped samples a few weeks back, stopped in to ask Indra what he thought. He’s going to pick 1-2 skus but has a small cooler. ",0,,,,
"07/24/26 20:03:26ET",Coppock,,"Port of Call (CHS)","POC has permanently closed. Will try and research what is going in the space. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a63a8ebdb4e8.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a63a8ed39c73.jpg,,
"07/24/26 21:16:08ET",Gallo,Moore,"Publix #0633 (CHS)","Left 93 lager sell sheet for AGM. ",0,,,,
"07/24/26 18:19:24ET",Kelley,Rohal,"R Bar (CHS)","Spoke with a bartender. Brandon nor Jamie was in I need to try to come by on a Monday at 3 PM to try to speak with Jamie. Jamie is the one that does ordering for the bar.",0,,,,
"07/24/26 21:34:09ET",Gallo,Williams,"Refuel #1060 (CHS)","Great stock on active and DY 19.2",0,,,,
"07/24/26 18:24:27ET",Coppock,Zimmer,"T-Bonz-Downtown (CHS)","Met with Summer GM and bartender. Alex, bar manager was on vacation but Summer wants to meet next week to possibly bring some more SKUs in. I also gave a sample of JJ and Dance naked for the bartender who was very excited about our brands! ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a6391ba880ec.jpg,,,
"07/24/26 19:32:20ET",Gallo,Dorminy,"Taco Boy","Talk briefly with Alex, he said to pop back next week and talk with Hannah about the local collective concept",0,,,,
"07/24/26 14:03:38ET",Gallo,Welsh,"V Go #21 - Savannah Hwy (CHS)","Good stock of 4/6 ICL. Need 2/12  and RB ",1,,,,
"07/23/26 20:28:05ET",Coppock,,"Benny Rinaldi's (CHS)","Spoke with John the GM. He said JJ sells well but he has a lot of trouble moving the Dance Naked. Asked about bringing Island in, and he said to come back after 4 tomorrow with samples for his bar manager, Reece. He was very interested in the price point for Island Active draft. ",0,,,,
"07/23/26 18:37:55ET",Kelley,Rohal,"Calhoun's (CHS)","Stopping in to see if she wanted to throw Helles on an order since she sampled it last time and really enjoyed it. She’s not ready yet, but she has Berry Stomp on now.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a62436230a6a.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a624362c15c8.jpg,,
"07/23/26 19:03:06ET",Kelley,Rohal,"Capt Woodys-Bluff (CHS)","Spoke with Trey here and they’re happy with the ICL, Yankee, Bully & JJ. They are all going on the menu. I will get pictures when that is updated.",0,,,,
"07/23/26 20:22:01ET",Kelley,Holyoak,"Charbar Co (CHS)","Stopped in and chatted with Dave. ICL is going well on draft.. I let him sample quite a few different beers. He’s doing inventory next week and will let me know what he decides on.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a625bc7817e0.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a625bc846fcd.jpg,,
"07/23/26 20:46:40ET",Coppock,Wannamaker,"Dig In Park Circle (CHS)","Introduced myself to Bartender Savannah. She said they arent ordering any beer until the inside renovations are done since the taps inside aren’t being used and they have a lot of kegs to get through  (probably 2-3 weeks). She said with the heat it would be nice to have ICL on draft again. Currently none of our brands are on draft outside. Will check back in a couple of weeks. ",0,,,,
"07/23/26 17:30:35ET",Mayer,,"Dog & Duck - Nexton (CHS)","Juice Juice is still moving well.  Brandon isn’t here reached out regarding custom beer fall programming",0,,,,
"07/23/26 20:36:23ET",Coppock,Livingston,"Extra Virgin Oven - Park Circle (CHS)","Nia is no longer working here. Spoke with Ted and he let me know that Travis does the beer ordering but he’s out into next week on vacation. He said I could also come in and speak with Emilie, the GM. She’s here pretty much every day. ",0,,,,
"07/23/26 21:31:19ET",Coppock,Wannamaker,"Fratello's - Park Circle (CHS)","Spoke with Harleigh, bar manager. She said they don’t sell a ton of beer but the Orangutan does well compared to the others they have. Gave her a price list in case they want to bring in Southern barrel or IC",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a626c066b937.jpg,,,
"07/23/26 20:25:52ET",Kelley,Livingston,"Holy Tequila (CHS)","Julia is not in until 4 o’clock today. Bartender says Friday during the day I can catch her behind the bar to chat with her.",0,,,,
"07/23/26 20:19:37ET",Coppock,,"Jackrabbit Filly - Park Circle (CHS)","Spoke with Katie and inquired who was in charge of beer sales. She said to come in on Wednesday morning and speak with Edson. He likes to rotate their taps and may be interested. I left a price list with her, but will check back in Wednesday morning. ",0,,,,
"07/23/26 22:55:45ET",Gallo,Menard,"Jinya Ramen - Morrison (CHS)","Eddie was not in but talked to the bartender and he said everything’s been slow the last few months. I will pop back in to discuss how I see our draft was with Eddie.",0,,,,
"07/23/26 18:42:14ET",Mayer,Zimmer,"John King Piano Bar (CHS)","Spoke with Deanna, wants to set up events next week for fall.  Getting back to me with dates/times",0,,,,
"07/23/26 18:30:45ET",Kelley,Rohal,"Local Pie-Bluffton (CHS)","Stopped by to see Madison but she is not in yet. I wanted to see if they wanted to place an order for anything.. I have her number and will text her. Yankees still on drafting is going well as always.",0,,,,
"07/23/26 21:08:02ET",Coppock,Wannamaker,"Madra Rua - Park Circle (CHS)","Spoke with Caleb, who I know personally. He was honest that the ICL cans weren’t moving with they carried them, and since the World Cup they haven’t been selling much local beer ( a lot of Guiness and Magners). He does need coasters so I let him know about the coaster program. Will also follow up with James, as I have his contact info. ",0,,,,
"07/23/26 21:40:49ET",Coppock,Wannamaker,"Odd Duck Market (CHS)","Looks like they are no longer carrying our brands. The managers weren’t in, but I come in here often so will keep checking back. I did leave a sell sheet for them so they can see all of our brands since a previous note said they don’t like RB. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a626e40ce1f6.jpg,,,
"07/23/26 23:03:19ET",Gallo,,"On-Air (CHS)","Met up with Matt- used to be at DIG. 
Beer selection is brutal. No local beer at all.. 
he does not make the decisions but will out in a good word for us. ",0,,,,
"07/23/26 22:02:15ET",Coppock,Livingston,"Paddock & Whisky - Park Circle (CHS)","Spoke with Zach and he said Heavy is looking to revamp the beer selection. He will be in tomorrow around noon and I should bring samples. ",0,,,,
"07/23/26 19:41:59ET",Kelley,Bunn,"Publix #0473 (CHS)","Just followed back up with Ricky he’s going to bring in 5 cases of the 93 Lager on his local section end cap which is awesome!",1,,,,
"07/23/26 23:11:14ET",Gallo,Scruggs,"Publix #1599 (CHS)","Solid stock both skus, Neither grocery manager was in, but I will stop back in the morning to discuss log 93. Should be a layup at this account.",0,,,,
"07/23/26 18:46:43ET",Mayer,Berardelli,"Saltwater Cowboys (CHS)","Met with Emma the new Bar Man.  Working on dates for tasting this fall.  Working on 2/mo",0,,,,
"07/23/26 20:56:38ET",Coppock,Wannamaker,"Southern Roots - Park Circle (CHS)","Their liquor license is suspended until 7/24 so all tap handles were removed. They said they still have JJ on draft. Taylor is a new manager who will be taking over bar orders, so I got his contact info and will follow up next week. ",0,,,,
"07/22/26 20:08:29ET",Kelley,Rohal,"1711 Taphouse (CHS)","Dropped by to bring Ashley a sample of Active and she is going to pick up a 1/6 of it!",1,,,,
"07/22/26 15:42:30ET",Gallo,,"Blue Water #12 (CHS)","No, damn Yankee 19 two or ICL in cold box. Will discuss with Nathan.",0,,,,
"07/22/26 15:47:29ET",Gallo,Berardelli,"Daniel Isl Golf (CHS)","ICL pouring well on draft and in cans. 
Dropping DY and RB samples next time in area. ",0,,,,
"07/22/26 16:42:35ET",Hamilton,Savage,"Fresh Market #260 (CHS)","Good stock of Island. Need another case of 4/6.",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60d6dae6bda.jpg,,,
"07/22/26 20:28:53ET",Gallo,Savage,"Fresh Market #260 (CHS)","Solid stock of ICL 2/12.  Low on 4/6",1,,,,
"07/22/26 20:32:41ET",Kelley,,"Gilligan's-Beaufort (CHS)","Rob is not working today.. ICL & JJ on draft. Yankee is not on currently for some reason. They have plenty of coasters as of now. ICL and JJ are going really well the bartender says.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a610cc86386a.jpg,,,
"07/22/26 19:27:13ET",Gallo,Dreher,"Harris Teeter #131 (CHS)","Solid stock All SKUs from Alex. ",0,,,,
"07/22/26 17:15:49ET",Hamilton,Mathias,"Harris Teeter #19 (CHS)","Great stock of ICL 4/6. Need more RB, but order was put in last week",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60dea42f650.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60dea4d815f.jpg,,
"07/22/26 19:40:16ET",Gallo,Dreher,"Harris Teeter #385 (CHS)","Great stocks on Island, Rusty Bull, DY",0,,,,
"07/22/26 15:57:04ET",Hamilton,Mathias,"Harris Teeter #87 (CHS)","Great stock of ICL 2/12 and ICL 4/6. 

Need more RB JJ and DN

Great stock of SB DY",2,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60cc2e18e51.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60cc2f093a0.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60cc2faeda6.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60cc3050e49.jpg
"07/22/26 19:19:40ET",Kelley,Daniels,"Kroger #703 (CHS)","Trying to find Charissa to talk to her about getting Active in here for sale. I need to talk to her next time about this I pulled some of the beer to the front while I was here as well.. 

*Found Charissa. Apparently Active is not activated in Krogers. I wanted to see if she wanted to maybe put something on draft walls here as well. She’s thinking about it and we’ll get back to me.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60fbaa9d36c.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60fbab4d3dd.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60fbac0043f.jpg,
"07/22/26 19:14:54ET",Gallo,Dreher,"Lowe's Foods #265 (CHS)","OOS dance naked 4/6z- ok on others ",3,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60fa8ddd046.jpg,,,
"07/22/26 16:59:47ET",Kelley,Rohal,"Okatie Ale House (CHS)","Spoke with Rodney. They tried ICL and Active samples I left for them and he told me straight up they are not interested in it. He doesn’t think the guests will like them. He says Yankee moves extremely well for them.",0,,,,
"07/22/26 16:56:25ET",Hamilton,Orr,"Publix #0449 (CHS)","Great stock of ICL 2/12. 

Great stock of 93 lager

Great stock of SB DY. No order needed ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60da1878a77.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60da191df7f.jpg,,
"07/22/26 20:35:09ET",Gallo,Orr,"Publix #0449 (CHS)","Solid stock on ICL, damn Yankee, longer 93",0,,,,
"07/22/26 18:30:09ET",Gallo,Dreher,"Publix #1646 (CHS)","Great stock of ICL / DY and 93 Lager - no order needed. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60f00f9e2a3.jpg,,,
"07/22/26 18:36:13ET",Gallo,Rutledge,"Refuel #55 (CHS)","Just Island Active in this store- need an order and ICL 2/12.",2,,,,
"07/22/26 19:33:08ET",Gallo,Jackson,"Rivertowne Public House (CHS)","Eric was not in today. Will just discuss the account with Joey and Ben. Poore coaster program.",0,,,,
"07/22/26 18:52:31ET",Gallo,Rutledge,"Spinx #0341 (CHS)","OOS- strawberry CHILL - good stock of ICL.  Need Gas Tags ",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a60f54f10dff.jpg,,,
